order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
238,254,73,2024-07-28,2,18192.18,0.1,32745.92
239,124,74,2025-12-05,3,18924.35,0.0,56773.05
239,124,77,2025-12-05,1,5779.62,0.15,4912.68
240,291,58,2024-06-21,1,390.71,0.0,390.71
240,291,17,2024-06-21,2,6664.68,0.0,13329.36
241,181,20,2025-02-08,1,39805.25,0.0,39805.25
241,181,83,2025-02-08,1,4742.53,0.05,4505.4
242,95,91,2024-07-01,1,11426.26,0.0,11426.26
242,95,95,2024-07-01,1,180.47,0.05,171.45
243,259,5,2025-05-22,2,60993.48,0.0,121986.96
243,259,18,2025-05-22,1,4738.87,0.1,4264.98
244,96,75,2024-01-20,2,44807.59,0.1,80653.66
244,96,27,2024-01-20,3,1635.87,0.0,4907.61
245,182,37,2024-08-17,1,4824.48,0.0,4824.48
245,182,87,2024-08-17,1,2175.83,0.0,2175.83
246,382,72,2024-07-15,1,953.28,0.1,857.95
246,382,36,2024-07-15,2,3009.89,0.0,6019.78
247,140,31,2025-06-26,1,1205.75,0.1,1085.17
247,140,76,2025-06-26,1,7357.75,0.1,6621.98
248,109,82,2025-11-22,1,1221.96,0.05,1160.86
248,109,20,2025-11-22,1,39805.25,0.1,35824.72
249,265,24,2025-10-11,3,17126.14,0.0,51378.42
249,265,68,2025-10-11,1,5460.65,0.1,4914.59
250,345,9,2024-03-24,1,24309.59,0.1,21878.63
250,345,21,2024-03-24,1,4472.7,0.1,4025.43
251,223,21,2025-08-08,2,4472.7,0.0,8945.4
251,223,17,2025-08-08,1,6664.68,0.0,6664.68
252,125,79,2024-03-08,3,2782.17,0.1,7511.86
252,125,39,2024-03-08,1,6013.69,0.05,5713.01
253,11,19,2025-03-20,1,3171.34,0.0,3171.34
253,11,9,2025-03-20,2,24309.59,0.05,46188.22
254,25,56,2025-11-13,1,388.93,0.0,388.93
254,25,22,2025-11-13,2,7167.91,0.05,13619.03
255,244,74,2025-01-30,1,18924.35,0.05,17978.13
255,244,6,2025-01-30,1,9075.76,0.05,8621.97
256,302,3,2024-10-04,2,2625.01,0.1,4725.02
256,302,78,2024-10-04,1,1010.49,0.05,959.97
257,386,39,2025-10-09,1,6013.69,0.1,5412.32
257,386,67,2025-10-09,3,5275.46,0.0,15826.38
258,226,20,2024-11-21,1,39805.25,0.0,39805.25
258,226,20,2024-11-21,1,39805.25,0.05,37814.99
259,192,63,2025-12-10,1,955.49,0.0,955.49
259,192,23,2025-12-10,1,18396.69,0.1,16557.02
260,22,53,2024-08-05,2,651.44,0.0,1302.88
260,22,67,2024-08-05,2,5275.46,0.0,10550.92
261,26,21,2024-04-24,1,4472.7,0.1,4025.43
261,26,25,2024-04-24,1,3640.01,0.1,3276.01
262,314,45,2025-04-08,4,6157.34,0.0,24629.36
262,314,6,2025-04-08,1,9075.76,0.15,7714.4
263,388,20,2024-02-14,1,39805.25,0.0,39805.25
263,388,11,2024-02-14,1,3802.29,0.05,3612.18
264,83,81,2025-11-08,1,631.53,0.05,599.95
264,83,87,2025-11-08,2,2175.83,0.0,4351.66
265,221,32,2024-01-05,1,632.49,0.0,632.49
265,221,76,2024-01-05,1,7357.75,0.0,7357.75
266,186,27,2024-11-10,1,1635.87,0.0,1635.87
266,186,97,2024-11-10,1,170.13,0.0,170.13
267,344,16,2025-08-23,1,15771.29,0.0,15771.29
267,344,2,2025-08-23,1,826.86,0.05,785.52
268,254,70,2024-10-29,2,7231.23,0.05,13739.34
268,254,43,2024-10-29,4,1821.71,0.05,6922.5
269,277,25,2025-12-21,1,3640.01,0.0,3640.01
269,277,75,2025-12-21,2,44807.59,0.05,85134.42
270,171,84,2024-08-25,3,4875.5,0.05,13895.17
270,171,32,2024-08-25,1,632.49,0.0,632.49
271,351,28,2025-01-27,2,3566.76,0.0,7133.52
271,351,71,2025-01-27,2,7406.14,0.05,14071.67
272,162,23,2025-12-12,1,18396.69,0.05,17476.86
272,162,66,2025-12-12,1,61292.01,0.0,61292.01
273,327,73,2025-08-02,3,18192.18,0.0,54576.54
273,327,71,2025-08-02,1,7406.14,0.0,7406.14
274,363,23,2024-04-12,1,18396.69,0.0,18396.69
274,363,34,2024-04-12,1,350.18,0.0,350.18
275,76,66,2025-09-08,1,61292.01,0.0,61292.01
275,76,94,2025-09-08,3,5672.67,0.0,17018.01
275,76,50,2025-09-08,1,4015.8,0.1,3614.22
276,266,74,2024-09-28,2,18924.35,0.0,37848.7
276,266,63,2024-09-28,2,955.49,0.0,1910.98
277,90,21,2024-12-05,1,4472.7,0.15,3801.79
277,90,76,2024-12-05,1,7357.75,0.0,7357.75
278,322,21,2024-02-28,1,4472.7,0.0,4472.7
278,322,77,2024-02-28,1,5779.62,0.0,5779.62
279,70,16,2025-03-25,2,15771.29,0.05,29965.45
279,70,16,2025-03-25,4,15771.29,0.0,63085.16
280,160,32,2025-06-26,3,632.49,0.1,1707.72
280,160,27,2025-06-26,2,1635.87,0.0,3271.74
281,47,30,2025-12-29,1,2686.64,0.05,2552.31
281,47,86,2025-12-29,3,4437.73,0.1,11981.87
282,264,13,2025-06-28,3,9237.08,0.0,27711.24
282,264,42,2025-06-28,2,3526.42,0.05,6700.2
283,74,21,2025-05-30,3,4472.7,0.0,13418.1
283,74,21,2025-05-30,2,4472.7,0.0,8945.4
284,294,40,2025-07-27,1,2396.49,0.1,2156.84
284,294,18,2025-07-27,1,4738.87,0.0,4738.87
285,276,8,2025-08-17,2,19432.89,0.1,34979.2
285,276,50,2025-08-17,3,4015.8,0.0,12047.4
286,87,34,2024-09-04,1,350.18,0.1,315.16
286,87,25,2024-09-04,2,3640.01,0.05,6916.02
287,384,28,2025-11-05,1,3566.76,0.05,3388.42
287,384,87,2025-11-05,1,2175.83,0.05,2067.04
288,132,98,2025-06-14,2,4132.36,0.0,8264.72
288,132,77,2025-06-14,1,5779.62,0.0,5779.62
288,132,77,2025-06-14,2,5779.62,0.1,10403.32
289,126,2,2025-01-21,1,826.86,0.0,826.86
289,126,68,2025-01-21,1,5460.65,0.0,5460.65
290,308,3,2024-02-23,1,2625.01,0.0,2625.01
290,308,22,2024-02-23,2,7167.91,0.1,12902.24
291,223,76,2024-04-28,2,7357.75,0.0,14715.5
291,223,49,2024-04-28,3,2551.99,0.0,7655.97
292,286,72,2024-10-11,1,953.28,0.05,905.62
292,286,66,2024-10-11,3,61292.01,0.05,174682.23
293,22,71,2024-12-20,1,7406.14,0.05,7035.83
293,22,9,2024-12-20,1,24309.59,0.1,21878.63
294,106,75,2024-11-30,1,44807.59,0.1,40326.83
294,106,16,2024-11-30,3,15771.29,0.0,47313.87
295,125,4,2025-02-03,1,6232.39,0.1,5609.15
295,125,9,2025-02-03,1,24309.59,0.15,20663.15
296,209,91,2024-11-11,1,11426.26,0.0,11426.26
296,209,76,2024-11-11,4,7357.75,0.05,27959.45
297,302,74,2024-03-27,1,18924.35,0.05,17978.13
297,302,16,2024-03-27,3,15771.29,0.0,47313.87
298,118,1,2024-07-20,1,57994.93,0.0,57994.93
298,118,23,2024-07-20,1,18396.69,0.0,18396.69
299,38,22,2024-05-08,2,7167.91,0.0,14335.82
299,38,25,2024-05-08,1,3640.01,0.15,3094.01
300,354,84,2024-10-24,1,4875.5,0.0,4875.5
300,354,88,2024-10-24,1,3075.5,0.0,3075.5
301,114,22,2024-10-16,1,7167.91,0.0,7167.91
301,114,24,2024-10-16,1,17126.14,0.15,14557.22
302,36,2,2024-08-25,2,826.86,0.0,1653.72
302,36,28,2024-08-25,2,3566.76,0.05,6776.84
303,324,54,2025-11-21,2,2049.82,0.0,4099.64
303,324,14,2025-11-21,2,6842.78,0.0,13685.56
304,268,47,2025-05-14,1,3130.36,0.0,3130.36
304,268,43,2025-05-14,4,1821.71,0.05,6922.5
305,181,22,2024-10-22,1,7167.91,0.0,7167.91
305,181,38,2024-10-22,2,5067.49,0.0,10134.98
306,182,4,2025-09-26,2,6232.39,0.1,11218.3
306,182,83,2025-09-26,1,4742.53,0.0,4742.53
307,236,4,2025-05-25,1,6232.39,0.0,6232.39
307,236,53,2025-05-25,1,651.44,0.05,618.87
308,351,75,2025-01-30,1,44807.59,0.0,44807.59
308,351,28,2025-01-30,1,3566.76,0.0,3566.76
309,202,80,2024-01-19,2,298.04,0.05,566.28
309,202,48,2024-01-19,1,6527.42,0.0,6527.42
310,22,13,2025-11-13,2,9237.08,0.0,18474.16
310,22,30,2025-11-13,1,2686.64,0.0,2686.64
311,4,3,2024-09-10,1,2625.01,0.1,2362.51
311,4,16,2024-09-10,4,15771.29,0.0,63085.16
312,122,6,2025-02-15,1,9075.76,0.0,9075.76
312,122,16,2025-02-15,2,15771.29,0.1,28388.32
313,157,67,2024-02-28,1,5275.46,0.05,5011.69
313,157,1,2024-02-28,1,57994.93,0.0,57994.93
314,187,42,2024-01-08,2,3526.42,0.0,7052.84
314,187,27,2024-01-08,1,1635.87,0.0,1635.87
315,56,74,2025-07-17,1,18924.35,0.0,18924.35
315,56,75,2025-07-17,1,44807.59,0.1,40326.83
316,400,86,2024-08-25,3,4437.73,0.05,12647.53
316,400,16,2024-08-25,1,15771.29,0.0,15771.29
317,203,22,2025-06-04,1,7167.91,0.0,7167.91
317,203,19,2025-06-04,2,3171.34,0.15,5391.28
318,366,26,2025-10-07,3,2072.72,0.0,6218.16
318,366,42,2025-10-07,3,3526.42,0.1,9521.33
319,135,74,2025-07-12,1,18924.35,0.0,18924.35
319,135,87,2025-07-12,1,2175.83,0.0,2175.83
320,396,11,2024-10-10,1,3802.29,0.1,3422.06
320,396,48,2024-10-10,2,6527.42,0.0,13054.84
321,187,45,2025-03-07,1,6157.34,0.0,6157.34
321,187,16,2025-03-07,1,15771.29,0.1,14194.16
322,33,27,2024-01-23,2,1635.87,0.05,3108.15
322,33,24,2024-01-23,2,17126.14,0.0,34252.28
323,193,20,2025-11-11,1,39805.25,0.0,39805.25
323,193,8,2025-11-11,1,19432.89,0.0,19432.89
324,64,86,2024-10-05,2,4437.73,0.0,8875.46
324,64,23,2024-10-05,1,18396.69,0.0,18396.69
325,140,76,2025-01-14,3,7357.75,0.0,22073.25
325,140,22,2025-01-14,1,7167.91,0.05,6809.51
326,268,4,2025-09-03,1,6232.39,0.05,5920.77
326,268,98,2025-09-03,2,4132.36,0.0,8264.72
327,382,56,2025-06-19,4,388.93,0.1,1400.15
327,382,23,2025-06-19,3,18396.69,0.1,49671.06
328,345,17,2025-06-18,1,6664.68,0.0,6664.68
328,345,78,2025-06-18,2,1010.49,0.1,1818.88
329,38,17,2025-12-27,3,6664.68,0.0,19994.04
329,38,100,2025-12-27,1,900.0,0.0,900.0
330,111,77,2025-07-04,3,5779.62,0.1,15604.97
330,111,15,2025-07-04,1,3589.44,0.1,3230.5
331,110,22,2025-10-22,3,7167.91,0.0,21503.73
331,110,22,2025-10-22,1,7167.91,0.0,7167.91
332,371,43,2025-07-24,1,1821.71,0.0,1821.71
332,371,22,2025-07-24,4,7167.91,0.15,24370.89
333,187,25,2024-11-12,1,3640.01,0.15,3094.01
333,187,8,2024-11-12,3,19432.89,0.0,58298.67
334,325,41,2024-06-19,1,4280.17,0.0,4280.17
334,325,100,2024-06-19,2,900.0,0.0,1800.0
335,277,77,2025-04-12,1,5779.62,0.15,4912.68
335,277,18,2025-04-12,1,4738.87,0.1,4264.98
336,59,40,2025-01-28,1,2396.49,0.05,2276.67
336,59,70,2025-01-28,3,7231.23,0.05,20609.01
337,80,22,2025-04-17,2,7167.91,0.0,14335.82
337,80,2,2025-04-17,1,826.86,0.0,826.86
338,160,30,2025-01-18,3,2686.64,0.1,7253.93
338,160,69,2025-01-18,1,9360.74,0.0,9360.74
339,353,70,2024-11-17,1,7231.23,0.05,6869.67
339,353,22,2024-11-17,1,7167.91,0.0,7167.91
340,33,9,2025-11-28,1,24309.59,0.0,24309.59
340,33,81,2025-11-28,2,631.53,0.1,1136.75
341,351,73,2025-10-08,1,18192.18,0.1,16372.96
341,351,12,2025-10-08,1,2459.4,0.05,2336.43
342,104,2,2025-08-31,1,826.86,0.0,826.86
342,104,66,2025-08-31,4,61292.01,0.0,245168.04
343,335,59,2025-11-26,3,405.25,0.05,1154.96
343,335,41,2025-11-26,1,4280.17,0.0,4280.17
344,206,60,2024-02-12,1,381.06,0.0,381.06
344,206,75,2024-02-12,4,44807.59,0.1,161307.32
345,10,67,2025-10-02,1,5275.46,0.1,4747.91
345,10,47,2025-10-02,2,3130.36,0.0,6260.72
346,164,21,2025-12-13,2,4472.7,0.0,8945.4
346,164,73,2025-12-13,3,18192.18,0.1,49118.89
347,182,42,2024-09-28,1,3526.42,0.0,3526.42
347,182,22,2024-09-28,1,7167.91,0.0,7167.91
348,128,23,2024-05-12,3,18396.69,0.05,52430.57
348,128,9,2024-05-12,3,24309.59,0.05,69282.33
349,158,15,2024-04-04,1,3589.44,0.0,3589.44
349,158,24,2024-04-04,2,17126.14,0.0,34252.28
350,78,17,2024-10-12,1,6664.68,0.0,6664.68
350,78,21,2024-10-12,2,4472.7,0.0,8945.4
351,37,84,2024-03-22,2,4875.5,0.0,9751.0
351,37,17,2024-03-22,1,6664.68,0.0,6664.68
352,205,29,2025-09-28,1,1442.48,0.0,1442.48
352,205,13,2025-09-28,1,9237.08,0.05,8775.23
353,222,80,2024-08-01,2,298.04,0.0,596.08
353,222,1,2024-08-01,1,57994.93,0.0,57994.93
354,352,83,2024-09-15,3,4742.53,0.0,14227.59
354,352,19,2024-09-15,1,3171.34,0.0,3171.34
355,90,16,2024-08-29,3,15771.29,0.0,47313.87
355,90,33,2024-08-29,1,936.96,0.05,890.11
356,288,16,2025-06-09,2,15771.29,0.0,31542.58
356,288,17,2025-06-09,1,6664.68,0.0,6664.68
357,389,32,2024-03-28,1,632.49,0.1,569.24
357,389,17,2024-03-28,1,6664.68,0.0,6664.68
358,385,20,2024-05-17,1,39805.25,0.15,33834.46
358,385,16,2024-05-17,2,15771.29,0.0,31542.58
359,267,28,2024-04-30,2,3566.76,0.05,6776.84
359,267,39,2024-04-30,1,6013.69,0.05,5713.01
360,13,66,2025-07-02,3,61292.01,0.0,183876.03
360,13,29,2025-07-02,1,1442.48,0.0,1442.48
361,347,65,2025-04-29,1,323.99,0.15,275.39
361,347,19,2025-04-29,2,3171.34,0.0,6342.68
362,351,82,2024-05-03,3,1221.96,0.0,3665.88
362,351,74,2024-05-03,1,18924.35,0.0,18924.35
363,105,77,2025-04-05,1,5779.62,0.1,5201.66
363,105,19,2025-04-05,1,3171.34,0.0,3171.34
364,333,50,2025-04-04,1,4015.8,0.0,4015.8
364,333,9,2025-04-04,3,24309.59,0.1,65635.89
365,35,16,2025-01-15,1,15771.29,0.15,13405.6
365,35,75,2025-01-15,2,44807.59,0.0,89615.18
366,303,2,2024-12-24,2,826.86,0.0,1653.72
366,303,75,2024-12-24,2,44807.59,0.15,76172.9
367,139,67,2024-01-20,1,5275.46,0.05,5011.69
367,139,16,2024-01-20,2,15771.29,0.0,31542.58
368,202,69,2025-09-07,1,9360.74,0.0,9360.74
368,202,44,2025-09-07,1,1116.5,0.05,1060.67
369,180,86,2024-05-23,1,4437.73,0.1,3993.96
369,180,84,2024-05-23,1,4875.5,0.0,4875.5
370,380,22,2024-12-09,1,7167.91,0.0,7167.91
370,380,16,2024-12-09,1,15771.29,0.0,15771.29
371,387,23,2024-11-30,1,18396.69,0.05,17476.86
371,387,15,2024-11-30,1,3589.44,0.05,3409.97
372,93,83,2025-02-02,1,4742.53,0.0,4742.53
372,93,83,2025-02-02,2,4742.53,0.0,9485.06
373,62,15,2024-05-23,1,3589.44,0.0,3589.44
373,62,81,2024-05-23,2,631.53,0.0,1263.06
374,181,97,2024-12-07,2,170.13,0.0,340.26
374,181,18,2024-12-07,2,4738.87,0.0,9477.74
375,172,4,2024-06-08,4,6232.39,0.0,24929.56
375,172,49,2024-06-08,1,2551.99,0.0,2551.99
376,111,18,2024-01-02,1,4738.87,0.0,4738.87
376,111,41,2024-01-02,4,4280.17,0.0,17120.68
377,312,47,2025-08-23,2,3130.36,0.0,6260.72
377,312,25,2025-08-23,1,3640.01,0.0,3640.01
378,165,16,2025-10-31,1,15771.29,0.0,15771.29
378,165,18,2025-10-31,2,4738.87,0.0,9477.74
379,114,28,2025-07-30,1,3566.76,0.0,3566.76
379,114,32,2025-07-30,1,632.49,0.1,569.24
380,247,33,2024-12-10,2,936.96,0.0,1873.92
380,247,22,2024-12-10,1,7167.91,0.1,6451.12
381,108,9,2024-04-02,1,24309.59,0.1,21878.63
381,108,89,2024-04-02,2,3390.34,0.05,6441.65
382,56,37,2025-03-10,1,4824.48,0.05,4583.26
382,56,17,2025-03-10,1,6664.68,0.1,5998.21
383,246,36,2024-10-19,1,3009.89,0.1,2708.9
383,246,17,2024-10-19,2,6664.68,0.05,12662.89
384,98,91,2024-05-12,1,11426.26,0.1,10283.63
384,98,33,2024-05-12,3,936.96,0.0,2810.88
385,144,47,2025-08-09,1,3130.36,0.1,2817.32
385,144,24,2025-08-09,1,17126.14,0.0,17126.14
386,198,40,2024-12-04,1,2396.49,0.0,2396.49
386,198,42,2024-12-04,1,3526.42,0.1,3173.78
387,326,8,2025-04-27,1,19432.89,0.1,17489.6
387,326,19,2025-04-27,3,3171.34,0.0,9514.02
388,369,99,2025-11-04,3,920.31,0.0,2760.93
388,369,14,2025-11-04,1,6842.78,0.1,6158.5
389,92,15,2025-08-17,1,3589.44,0.0,3589.44
389,92,62,2025-08-17,1,1567.17,0.0,1567.17
390,34,19,2024-03-17,1,3171.34,0.0,3171.34
390,34,26,2024-03-17,2,2072.72,0.0,4145.44
391,103,18,2024-05-19,1,4738.87,0.05,4501.93
391,103,69,2024-05-19,2,9360.74,0.0,18721.48
392,344,16,2025-03-11,1,15771.29,0.0,15771.29
392,344,54,2025-03-11,1,2049.82,0.0,2049.82
393,154,66,2025-07-23,2,61292.01,0.0,122584.02
393,154,22,2025-07-23,1,7167.91,0.0,7167.91
394,359,27,2024-06-25,2,1635.87,0.0,3271.74
394,359,68,2024-06-25,2,5460.65,0.0,10921.3
395,218,54,2025-06-16,1,2049.82,0.1,1844.84
395,218,54,2025-06-16,1,2049.82,0.05,1947.33
396,4,76,2025-12-23,2,7357.75,0.15,12508.17
396,4,72,2025-12-23,2,953.28,0.0,1906.56
397,27,83,2025-04-11,4,4742.53,0.05,18021.61
397,27,70,2025-04-11,2,7231.23,0.0,14462.46
398,332,87,2024-05-19,1,2175.83,0.1,1958.25
398,332,85,2024-05-19,3,460.42,0.05,1312.2
399,144,3,2025-07-27,1,2625.01,0.1,2362.51
399,144,16,2025-07-27,2,15771.29,0.0,31542.58
400,80,24,2025-08-30,1,17126.14,0.0,17126.14
400,80,88,2025-08-30,1,3075.5,0.0,3075.5
401,209,41,2025-06-23,1,4280.17,0.0,4280.17
401,209,66,2025-06-23,2,61292.01,0.05,116454.82
402,299,22,2024-11-09,1,7167.91,0.0,7167.91
402,299,76,2024-11-09,1,7357.75,0.0,7357.75
403,27,44,2024-10-22,2,1116.5,0.1,2009.7
403,27,73,2024-10-22,2,18192.18,0.05,34565.14
404,182,18,2024-09-26,2,4738.87,0.05,9003.85
404,182,48,2024-09-26,1,6527.42,0.0,6527.42
405,132,75,2025-06-08,1,44807.59,0.1,40326.83
405,132,30,2025-06-08,2,2686.64,0.05,5104.62
406,308,38,2025-07-09,1,5067.49,0.05,4814.12
406,308,45,2025-07-09,1,6157.34,0.0,6157.34
407,274,9,2024-03-24,2,24309.59,0.0,48619.18
407,274,16,2024-03-24,1,15771.29,0.1,14194.16
408,187,68,2025-01-03,4,5460.65,0.0,21842.6
408,187,30,2025-01-03,2,2686.64,0.0,5373.28
409,347,19,2025-09-13,4,3171.34,0.15,10782.56
409,347,69,2025-09-13,3,9360.74,0.05,26678.11
410,44,1,2024-11-03,1,57994.93,0.1,52195.44
410,44,96,2024-11-03,1,463.77,0.1,417.39
411,353,80,2025-02-05,1,298.04,0.05,283.14
411,353,87,2025-02-05,1,2175.83,0.0,2175.83
412,240,79,2025-11-23,2,2782.17,0.0,5564.34
412,240,79,2025-11-23,2,2782.17,0.05,5286.12
413,232,42,2024-02-19,2,3526.42,0.0,7052.84
413,232,37,2024-02-19,1,4824.48,0.0,4824.48
414,220,33,2024-05-25,3,936.96,0.0,2810.88
414,220,18,2024-05-25,1,4738.87,0.0,4738.87
415,67,44,2024-12-17,1,1116.5,0.0,1116.5
415,67,19,2024-12-17,2,3171.34,0.0,6342.68
416,64,73,2025-09-22,2,18192.18,0.1,32745.92
416,64,17,2025-09-22,3,6664.68,0.0,19994.04
417,294,7,2025-04-24,3,8976.08,0.0,26928.24
417,294,24,2025-04-24,3,17126.14,0.1,46240.58
418,98,13,2025-09-30,2,9237.08,0.0,18474.16
418,98,91,2025-09-30,1,11426.26,0.15,9712.32
419,142,23,2024-06-11,1,18396.69,0.05,17476.86
419,142,39,2024-06-11,1,6013.69,0.05,5713.01
420,325,35,2025-03-31,1,1209.61,0.0,1209.61
420,325,79,2025-03-31,1,2782.17,0.0,2782.17
421,123,9,2024-12-16,1,24309.59,0.0,24309.59
421,123,58,2024-12-16,2,390.71,0.1,703.28
422,275,30,2025-05-31,1,2686.64,0.05,2552.31
422,275,24,2025-05-31,2,17126.14,0.0,34252.28
423,231,74,2025-05-17,1,18924.35,0.0,18924.35
423,231,68,2025-05-17,1,5460.65,0.0,5460.65
424,128,77,2024-05-16,2,5779.62,0.15,9825.35
424,128,33,2024-05-16,2,936.96,0.15,1592.83
425,68,14,2024-03-10,2,6842.78,0.0,13685.56
425,68,3,2024-03-10,2,2625.01,0.1,4725.02
426,358,11,2024-09-23,2,3802.29,0.0,7604.58
426,358,60,2024-09-23,2,381.06,0.1,685.91
427,242,52,2025-07-23,1,2782.22,0.05,2643.11
427,242,39,2025-07-23,2,6013.69,0.0,12027.38
428,305,69,2024-11-17,1,9360.74,0.1,8424.67
428,305,100,2024-11-17,3,900.0,0.1,2430.0
429,237,64,2025-05-16,3,243.95,0.1,658.66
429,237,84,2025-05-16,1,4875.5,0.1,4387.95
430,265,56,2025-02-23,2,388.93,0.0,777.86
430,265,28,2025-02-23,2,3566.76,0.1,6420.17
431,2,54,2024-09-08,1,2049.82,0.05,1947.33
431,2,20,2024-09-08,2,39805.25,0.0,79610.5
432,5,10,2025-06-16,3,5376.54,0.05,15323.14
432,5,18,2025-06-16,2,4738.87,0.0,9477.74
433,147,71,2024-01-28,1,7406.14,0.0,7406.14
433,147,91,2024-01-28,2,11426.26,0.1,20567.27
434,198,43,2025-05-28,1,1821.71,0.05,1730.62
434,198,28,2025-05-28,3,3566.76,0.0,10700.28
434,198,39,2025-05-28,2,6013.69,0.0,12027.38
435,287,76,2024-07-14,3,7357.75,0.0,22073.25
435,287,11,2024-07-14,2,3802.29,0.0,7604.58
436,26,4,2025-05-17,1,6232.39,0.0,6232.39
436,26,10,2025-05-17,1,5376.54,0.0,5376.54
437,28,23,2024-12-25,1,18396.69,0.05,17476.86
437,28,11,2024-12-25,1,3802.29,0.05,3612.18
438,256,42,2025-12-23,4,3526.42,0.1,12695.11
438,256,13,2025-12-23,1,9237.08,0.0,9237.08
439,246,46,2024-09-09,2,6217.3,0.0,12434.6
439,246,91,2024-09-09,1,11426.26,0.05,10854.95
440,238,35,2025-01-27,1,1209.61,0.0,1209.61
440,238,5,2025-01-27,1,60993.48,0.0,60993.48
441,148,66,2025-08-17,1,61292.01,0.1,55162.81
441,148,18,2025-08-17,1,4738.87,0.0,4738.87
442,389,85,2025-12-28,1,460.42,0.0,460.42
442,389,16,2025-12-28,1,15771.29,0.0,15771.29
442,389,19,2025-12-28,1,3171.34,0.1,2854.21
443,266,12,2024-08-21,1,2459.4,0.1,2213.46
443,266,55,2024-08-21,1,2939.43,0.1,2645.49
444,17,25,2024-02-12,1,3640.01,0.1,3276.01
444,17,54,2024-02-12,2,2049.82,0.15,3484.69
445,330,23,2024-10-02,3,18396.69,0.0,55190.07
445,330,1,2024-10-02,3,57994.93,0.0,173984.79
446,297,10,2024-05-21,1,5376.54,0.0,5376.54
446,297,16,2024-05-21,2,15771.29,0.05,29965.45
447,48,42,2025-09-13,1,3526.42,0.0,3526.42
447,48,1,2025-09-13,1,57994.93,0.1,52195.44
448,160,4,2025-05-09,3,6232.39,0.0,18697.17
448,160,32,2025-05-09,1,632.49,0.05,600.87
449,80,22,2025-10-22,3,7167.91,0.0,21503.73
449,80,29,2025-10-22,2,1442.48,0.0,2884.96
450,309,33,2025-01-19,1,936.96,0.0,936.96
450,309,91,2025-01-19,2,11426.26,0.0,22852.52
451,42,83,2024-12-10,1,4742.53,0.0,4742.53
451,42,95,2024-12-10,1,180.47,0.0,180.47
452,284,34,2025-06-14,1,350.18,0.0,350.18
452,284,4,2025-06-14,1,6232.39,0.0,6232.39
453,133,54,2024-10-29,1,2049.82,0.1,1844.84
453,133,29,2024-10-29,3,1442.48,0.15,3678.32
454,109,73,2024-11-05,3,18192.18,0.1,49118.89
454,109,74,2024-11-05,2,18924.35,0.0,37848.7
455,132,18,2025-05-19,1,4738.87,0.0,4738.87
455,132,33,2025-05-19,1,936.96,0.1,843.26
456,101,22,2024-03-16,4,7167.91,0.0,28671.64
456,101,4,2024-03-16,2,6232.39,0.1,11218.3
457,132,49,2024-06-08,1,2551.99,0.0,2551.99
457,132,38,2024-06-08,3,5067.49,0.05,14442.35
458,183,92,2024-07-12,1,2248.85,0.15,1911.52
458,183,51,2024-07-12,1,5418.07,0.0,5418.07
459,244,26,2025-03-04,1,2072.72,0.0,2072.72
459,244,74,2025-03-04,2,18924.35,0.0,37848.7
459,244,19,2025-03-04,1,3171.34,0.05,3012.77
460,210,16,2024-02-14,3,15771.29,0.0,47313.87
460,210,7,2024-02-14,2,8976.08,0.05,17054.55
461,209,37,2025-01-26,2,4824.48,0.0,9648.96
461,209,69,2025-01-26,2,9360.74,0.05,17785.41
462,299,76,2024-12-24,1,7357.75,0.1,6621.98
462,299,71,2024-12-24,4,7406.14,0.1,26662.1
463,31,40,2024-10-28,1,2396.49,0.0,2396.49
463,31,69,2024-10-28,3,9360.74,0.0,28082.22
464,58,19,2025-08-21,2,3171.34,0.1,5708.41
464,58,30,2025-08-21,2,2686.64,0.0,5373.28
465,76,73,2024-01-01,1,18192.18,0.0,18192.18
465,76,66,2024-01-01,2,61292.01,0.0,122584.02
466,240,83,2024-11-24,1,4742.53,0.15,4031.15
466,240,43,2024-11-24,1,1821.71,0.15,1548.45
467,217,91,2025-04-19,1,11426.26,0.0,11426.26
467,217,43,2025-04-19,1,1821.71,0.05,1730.62
468,37,6,2025-07-01,1,9075.76,0.05,8621.97
468,37,75,2025-07-01,2,44807.59,0.1,80653.66
469,341,79,2024-08-18,2,2782.17,0.0,5564.34
469,341,42,2024-08-18,1,3526.42,0.05,3350.1
470,48,7,2024-03-04,1,8976.08,0.05,8527.28
470,48,61,2024-03-04,3,205.61,0.0,616.83
471,346,77,2025-04-09,1,5779.62,0.1,5201.66
471,346,92,2025-04-09,1,2248.85,0.0,2248.85
471,346,21,2025-04-09,3,4472.7,0.0,13418.1
472,219,39,2025-04-08,2,6013.69,0.1,10824.64
472,219,25,2025-04-08,1,3640.01,0.0,3640.01
473,233,35,2024-09-28,1,1209.61,0.05,1149.13
473,233,97,2024-09-28,1,170.13,0.1,153.12
474,206,12,2024-01-15,1,2459.4,0.0,2459.4
474,206,41,2024-01-15,1,4280.17,0.0,4280.17
475,186,71,2025-04-13,1,7406.14,0.0,7406.14
475,186,55,2025-04-13,3,2939.43,0.0,8818.29
476,93,13,2024-12-18,4,9237.08,0.0,36948.32
476,93,21,2024-12-18,1,4472.7,0.05,4249.06
477,2,39,2025-02-15,2,6013.69,0.1,10824.64
477,2,49,2025-02-15,2,2551.99,0.0,5103.98
